"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 05 18:03:39 GMT 2023","Tue Sep 05 18:03:39 GMT 2023","522","chromium","","","","","Validar a resposta do GET de /quote/{id}",""
"passed","Tue Sep 05 18:03:33 GMT 2023","Tue Sep 05 18:03:34 GMT 2023","493","chromium","","","","","Validar a resposta do GET de /book/{id}",""
"passed","Tue Sep 05 18:03:33 GMT 2023","Tue Sep 05 18:03:33 GMT 2023","591","chromium","","","","","Validar a resposta do GET de /book/{id}/chapter",""
"passed","Tue Sep 05 18:03:36 GMT 2023","Tue Sep 05 18:03:37 GMT 2023","1132","chromium","","","","","Validar a resposta do GET de /character",""
"passed","Tue Sep 05 18:03:35 GMT 2023","Tue Sep 05 18:03:36 GMT 2023","501","chromium","","","","","Validar a resposta do GET de /character/{id}",""
"passed","Tue Sep 05 18:03:35 GMT 2023","Tue Sep 05 18:03:35 GMT 2023","503","chromium","","","","","Validar a resposta do GET de /chapter",""
"passed","Tue Sep 05 18:03:34 GMT 2023","Tue Sep 05 18:03:35 GMT 2023","504","chromium","","","","","Validar a resposta do GET de /chapter/{id}",""
"passed","Tue Sep 05 18:03:38 GMT 2023","Tue Sep 05 18:03:38 GMT 2023","419","chromium","","","","","Validar a resposta do GET de /movie/{id}",""
"passed","Tue Sep 05 18:03:37 GMT 2023","Tue Sep 05 18:03:38 GMT 2023","1024","chromium","","","","","Validar a resposta do GET de /movie/{id}/quote",""
"passed","Tue Sep 05 18:03:34 GMT 2023","Tue Sep 05 18:03:34 GMT 2023","521","chromium","","","","","Validar a resposta do GET de /book",""
"passed","Tue Sep 05 18:03:38 GMT 2023","Tue Sep 05 18:03:39 GMT 2023","502","chromium","","","","","Validar a resposta do GET de /movie",""
"passed","Tue Sep 05 18:03:39 GMT 2023","Tue Sep 05 18:03:40 GMT 2023","871","chromium","","","","","Validar a resposta do GET de /quote",""
